search_query,job_title,company_name,location,posting_date,job_url,years_exp_min,years_exp_max,career_level,education_level,salary,employment_type,job_categories,skills,job_description,job_requirements,scraped_at
IT-Software-Development,"Call Center Agent /B1+ English Speakers/ e&UAE , graduates",Etisalat Egypt,"Cairo, EG",posted 2 hours ago,https://wuzzuf.net/jobs/p/rxnmjewk9jch-call-center-agent-b1-english-speakers-euae-graduates-etisalat-egypt-cairo-egypt,0.0,4.0,Entry Level (Junior Level / Fresh Grad),Bachelor's Degree,12500 to 15000 EGP Per Month,Full Time | On-site,Customer Service/Support | IT/Software Development | Tourism/Travel,Customer Service | Customer Support | Customer Care | Customer Relations | Customer | Customer Satisfaction | Customer Retention | Customer Service Management | Customer Experience | Customer Survey | Call Center Agent | Call Center Advisor | Customer Service Representative | Customer Service Agent | Customer Service Delivery | English | English Speakers | English Account | English Teaching | English Training | English Education | English Instructing | English Literature | Business English | English Translation | Translators | Translation | B2 English | Excellent English speakers | Computer Science | Information Technology (IT) | Business Administration | sales | Business Development | International Business Development,"e& CX Solutions is hiring very good English up to Excellent English speakers to be a customer service advisor responsible for handling UAE customers through calls. (Etisalat UAE MSE account).

Job requirements: 
.Grad of any major 
.Very good up to Excellent English speakers (B1+)
.Flexibility with rotational shifts

Job Benefits:
.Salary 15,000 L.E Net
.Cola increase from the joining date (20%)
.career path (insource)
.Social and medical insurance 
.Free VPN line
.Salary annual increase 
.bonus program (2k eg)
.chance for promoted after 6 months
.Unlimited commission 
.Referral program (2k eg)
.Opportunity To travel To UAE

Location:Maadi, Degla Square (No transportation provided)",,2026-04-19T02:03:20
IT-Software-Development,Mechatronics Engineer,Elhelb Smart Solutions,"Damietta, EG",posted 9 hours ago,https://wuzzuf.net/jobs/p/vb4tienz9ok2-mechatronics-engineer-elhelb-smart-solutions-damietta-egypt,0.0,2.0,Entry Level (Junior Level / Fresh Grad),Not Specified,"Confidential, Company Are Welcome To Give Huge Bonus For Creativity And Target Archives",Full Time | Part Time | Volunteering | On-site,Installation/Maintenance/Repair | IT/Software Development | Sales/Retail,Mechatronics | Accounting | Sales | Mechanical Engineering | Electronics | Smart Home | PCB | Electronic Circuits,"- Install smart switches, dimmers, touch panels, motorised curtains, and climate control modules
- Terminate structured cabling (Cat6/Cat7), control bus cables, and power lines
- Commission and configure home automation controllers and automation scenes
- Set up and manage wireless smart home networks: WiFi, Zigbee, and Z-Wave
- Configure network infrastructure: routers, access points, VLANs, and device connectivity
- Install CCTV, video intercom, smart locks, and access control systems
- Install speakers, amplifiers, multi-room audio, and home cinema sound systems
- Test all systems on site and hand over with a clear client demo
- Follow technical drawings and report daily progress to the project manager","- Mechatronics Engineering is preferred — Electrical, Electronics, Communications, Networks, or any related engineering field is also welcome
- All experience levels welcome — fresh graduates included
- Knowledge of wireless smart home protocols: WiFi, Zigbee, and Z-Wave
- Understanding of network infrastructure: routers, access points, IP addressing, and VLANs
- Familiar with CCTV, access control, and structured cabling
- Experience with speaker and amplifier installation is a plus
- Able to read technical drawings and cable schedules
- Physically fit, detail-oriented, and reliable
- Willing to learn — full training and development provided",2026-04-19T02:03:28
IT-Software-Development,Information Systems Specialist,Abou Seif Group,"Cairo, EG",posted 11 hours ago,https://wuzzuf.net/jobs/p/yijxsr0ymssu-information-systems-specialist-abou-seif-group-cairo-egypt,3.0,5.0,Experienced (Non-Manager),Bachelor's Degree,Confidential,Full Time | On-site,Accounting/Finance | IT/Software Development,ERP | Accounting | Financial Analysis | Oracle | Reporting | Report Building | Alfa ERP | ERP System,"Job Description

We are seeking a detail-oriented ERP Accountant with strong experience in Oracle ERP and report building to join our team. The candidate will be responsible for managing accounting operations through the ERP system, generating financial reports, and supporting accounting activities through system analysis and reporting tools.

 

Key Responsibilities
Manage daily accounting operations through the ERP system.
Prepare and review financial reports using Oracle Report Builder.
Ensure accuracy of financial data within the system and perform necessary reconciliations.
Support month-end and year-end closing processes.
Analyze financial data and prepare management reports.
Coordinate with the IT team regarding ERP system issues and improvements.
Maintain data accuracy and integrity within the system.","Job Requirements
Bachelor’s degree in Accounting or Finance.
3–5 years of experience in accounting.
Experience working with ERP systems (Oracle is preferred).
Experience in Oracle Report Building / Report Developer.
Experience with Alpha ERP system is a plus.
Advanced skills in Microsoft Excel.
Strong analytical and problem-solving skills.
Good command of English.

 

Work Conditions

Location: Heliopolis (4 days) & Obour City (2 days)

Working Days: Saturday – Thursday (Friday Off)",2026-04-19T02:03:35
IT-Software-Development,Product Designer,Rescounts,"Cairo, EG",posted 2 days ago,https://wuzzuf.net/jobs/p/yvumfgn0o4yp-product-designer-rescounts-cairo-egypt,5.0,7.0,Experienced (Non-Manager),Not Specified,65000 to 75000 EGP Per Month,Full Time | Remote,Creative/Design/Art | IT/Software Development,Design | Product Design,"As a product designer, you will discover the business goals and develop the use cases for different user personas. You will then translate those into web and mobile designs using Figma to get regular feedback. Where possible, you will use tools to study the actual end-users to further enhance the designs that ultimately allow the business to reach their goals. The scale we work on typically involves so many  users . The use cases are complex and involve multiple interdependencies. You must have experience on that scale.
Your team

You will typically be the sole designer working alongside a team of developers on one end and working with the product owner on the other. Ability to talk to the business, understand concepts and turn them into designs quickly.","7+ years of professional experience with a portfolio that demonstrates your expertise Senior-level experience of at least 4 years of experience with developing digital products across a variety of mediums, including web and mobile Participated in the full design cycle to deliver world-class, pixel-perfect designs Superior English fluency, verbal and written Personality traits: Professional, problem solver, proactive, attention to detail. Why Lumenalta is an amazing place to work at

 - Working hours are 4pm to Midnight Egypt time 

Weekend is Saturday & Sunday",2026-04-19T02:03:41
IT-Software-Development,Senior Data Engineer,GB Corp,"Giza, EG",posted 2 days ago,https://wuzzuf.net/jobs/p/desxrlp7krfz-senior-data-engineer-gb-corp-giza-egypt,3.0,7.0,Experienced (Non-Manager),Bachelor's Degree,Confidential,Full Time | On-site,IT/Software Development | Engineering - Telecom/Technology,Computer Science | Information Technology (IT) | Software Development | Engineering,"Responsible for designing, building, and maintaining robust data pipelines and platforms that enable reliable data flow across the organization. This role focuses on developing scalable and high-performance data solutions, optimizing data processing, and ensuring data availability for analytics and business applications. The Senior Data Engineer will leverage expertise in modern data engineering practices, cloud technologies, and big data platforms to deliver efficient, secure, and well-governed data ecosystems.

 

Data Architecture & Design:

Develop and maintain a scalable, secure, and high-performance data architecture aligned with business needs.
Ensure seamless data flow between systems, integrating structured and unstructured data sources.
Define and implement best practices for data storage, processing, and security.
Select and optimize data platforms, tools, and technologies for efficiency and cost-effectiveness.

 

Data Modeling:

Design and implement data models (dimensional, relational, Data Vault, NoSQL) to support operational and analytical use cases.
Ensure consistency, accuracy, and integrity of data models across the organization.
Continuously refine models to improve performance and adaptability to evolving business requirements.
Establish and enforce data modeling standards and governance.

 

Data Engineering and Pipeline Development:

Build, optimize, and maintain automated ETL/ELT pipelines to process large-scale data.
Troubleshoot, debug and upgrade existing ETL solutions.
Enhance data infrastructure to support efficient storage, retrieval, and transformation.
Implement automation to reduce manual processes and increase workflow efficiency.
Ensure data pipelines are robust, scalable, and support real-time and batch processing.
Identify data discrepancies and develop data metrics.

 

Innovation & Technology Adoption:

Stay up to date with the latest trends in data architecture, engineering, and analytics to identify and implement innovative solutions.
Research and integrate cutting-edge tools and platforms to enhance data management capabilities and streamline processes.
Encourage a team culture focused on continuous improvement, supporting experimentation with new technologies and methodologies.
Develop and execute a technology roadmap to ensure the team is using the best tools available to meet both current and future data needs.

 

Optimization & Performance Management:

Define and enforce data governance policies, ensuring compliance with GDPR, and other regulations.
Monitor and optimize database performance, query execution, and storage efficiency.
Manage data quality, metadata, and lineage to ensure reliability and transparency.
Implement proactive monitoring and alerting for data infrastructure health.
Monitor performance and quality control plans to identify improvements.

 

Collaboration with Cross-Functional Teams:

Work closely with data scientists, business analysts, and BI teams to understand data requirements and design solutions that enable advanced analytics, reporting, and decision-making.
Act as a bridge between business units and IT, ensuring that data architecture and engineering solutions meet both technical and business needs.
Lead efforts to optimize data workflows and processes across departments, driving efficiency and alignment in data operations.","Educational Requirements: Bachelor’s or Master’s degree in Computer Science, Engineering, Information Systems, or a related field.

Advanced degrees provide deeper technical and strategic insights, enabling the professional to drive complex data solutions and innovations at the organizational level.

Special Certification or Training Required:

Certified Data Management Professional (CDMP) – Preferred for expertise in data architecture and governance is preferred.
Microsoft Certified: Azure Data Engineer Associate or AWS Certified Data Engineer Associate is preferred.

Required Industry Experience:

3-7 years of experience in Data Engineering, and Data Modeling with a proven track record of leading large-scale enterprise data initiatives.
Expertise in designing, implementing, and optimizing complex data ecosystems in hybrid environments.
Strong background in data governance, security, compliance, and risk management across enterprise systems.
Hands-on experience managing data integration, migration, and transformation projects in a large-scale business setting.

 

Technological Requirements:

Deep expertise in architecting, optimizing, and managing both relational (e.g., Oracle, PostgreSQL) and NoSQL (e.g., MongoDB, Cassandra) databases.
Proven track record of designing and implementing scalable, enterprise-level Data Warehouse (DWH) architectures.
Expert-level proficiency in writing and tuning complex SQL queries, stored procedures, functions, and triggers for high-performance data processing.
Strong analytical skills related to structured or unstructured data sets.
Advanced expertise in data modeling techniques, including Data Vault, Dimensional Modeling, and Entity-Relationship Modeling.
Extensive experience in building and maintaining robust, scalable data pipelines (ETL/ELT) using modern technologies
Expert programming skills in Python and SQL for data engineering and automation tasks, along with a strong understanding of version control (Git)
Proven expertise in architecting and managing data lakes and data warehouses for big data environments.

 

Language Requirements: Fluent in English.",2026-04-19T02:03:48
IT-Software-Development,Flutter,Ibn Sina Pharma,"Cairo, EG",posted 2 days ago,https://wuzzuf.net/jobs/p/b6m7vtndqlbh-flutter-ibn-sina-pharma-cairo-egypt,1.0,3.0,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Full Time | Hybrid,Creative/Design/Art | IT/Software Development | Engineering - Telecom/Technology,Computer Science | Development | Engineering | Information Technology (IT) | Mobile Development | Git | Software Development | UI | Flutter | Dart Programming Language | Mobile Application Development | UI/UX Design Principles | API Integration | State Management (Flutter) | Version Control (Git) | Problem Solving | Collaborative Teamwork,"Are you a budding talent with a passion for crafting beautiful and functional mobile experiences? Do you thrive in a dynamic environment where your code directly impacts users? We are seeking an Entry Level Flutter Developer to join our innovative team in Cairo, Egypt, operating on a hybrid work model. This is an unparalleled opportunity to kickstart your career and contribute to groundbreaking projects!

Overview:

As an Entry Level Flutter Developer, you will be instrumental in designing, developing, and deploying cutting-edge cross-platform mobile applications. You'll work closely with our design and backend teams to bring imaginative concepts to life, ensuring a seamless and engaging user experience. If you're eager to learn, grow, and make a tangible impact from day one, we want to hear from you!

Key Responsibilities:

Develop and maintain robust and high-performance mobile applications using Flutter and Dart.
Collaborate with UI/UX designers to translate wireframes and mockups into interactive application features.
Implement and consume APIs to integrate with backend services, ensuring smooth data flow.
Write clean, well-documented, and testable code, adhering to best practices in software development.
Actively participate in code reviews, contributing to a culture of continuous improvement.
Troubleshoot and debug applications to ensure optimal performance and user satisfaction.
Stay updated with the latest Flutter advancements, mobile development trends, and emerging technologies.

Skills & Technologies:

This role will challenge you to apply and grow your expertise in:

Flutter & Dart Programming Language: The core technologies you'll master.
Mobile Application Development: Building intuitive and responsive apps.
UI/UX Design Principles: Crafting visually appealing and user-friendly interfaces.
API Integration: Connecting applications to powerful backend services.
Version Control (Git): Managing code effectively within a team environment.
Computer Science & Software Development Fundamentals: Applying foundational knowledge to real-world problems.

Growth Opportunities:

We are deeply committed to your professional development. You will receive mentorship from experienced developers, access to learning resources, and opportunities to tackle increasingly complex challenges. Your career path here is dynamic, with clear avenues for advancement into more senior development roles and specialization in areas like UI/UX, backend integration, or architectural design.

Team & Culture:

Join a vibrant and supportive team where innovation is celebrated, and collaboration is key. We foster an environment of open communication, mutual respect, and a shared passion for technology. Your ideas are valued, and your contributions will be recognized. We believe in empowering our team members to achieve their full potential while maintaining a healthy work-life balance.

Impact:

Your work will directly influence the success of our mobile products, reaching a wide audience and solving real-world problems. You'll contribute to creating seamless digital experiences that delight users and drive our business forward. Be a part of something big – where your code makes a tangible difference!","Academic Foundation: A solid background in Computer Science, Information Technology (IT), or a related engineering field, providing a strong understanding of software development principles.
Professional Experience: 1-3 years of hands-on experience in Software Development, with a demonstrable portfolio or project experience using Flutter and Dart for mobile application development.
Technical Prowess: Proven ability to develop, test, and debug mobile applications. Familiarity with UI/UX Design Principles and the ability to translate design specifications into functional code.
API Integration Skills: Experience with consuming RESTful APIs and integrating third-party libraries/SDKs.
Version Control: Proficient with Version Control Systems, specifically Git.
Problem-Solving Mindset: A strong analytical mind with excellent problem-solving abilities and attention to detail.
Collaborative Spirit: Eagerness to learn, adapt, and thrive in a collaborative team environment, contributing positively to group projects and discussions.
Career Level: This is an exciting opportunity for an Entry Level professional looking to grow their career in mobile development.",2026-04-19T02:04:01
IT-Software-Development,ERP Application Support,Ibn Sina Pharma,"Cairo, EG",posted 2 days ago,https://wuzzuf.net/jobs/p/yvhy6fyv5aad-erp-application-support-ibn-sina-pharma-cairo-egypt,1.0,3.0,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Full Time | Hybrid,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,Application Support | Computer Science | Customer Support | ERP Application | Information Technology (IT) | ERP | Troubleshooting | System Administration | Database Management | Problem Solving | Communication Skills | SQL | Process Improvement | ITIL | Database | Technical Support,"Are you ready to kickstart your career in a dynamic and impactful role? We are seeking a passionate and driven ERP Application Support Specialist to join our innovative team in Cairo, Egypt. This is an incredible opportunity for an entry-level professional to dive deep into the world of enterprise resource planning, supporting critical business applications in a hybrid work environment.

Overview: As an ERP Application Support Specialist, you will be the front-line hero ensuring the seamless operation of our essential ERP systems. Your mission will be to provide exceptional technical assistance, ensuring our users can perform their tasks efficiently and without interruption. This role is perfect for someone eager to learn, grow, and make a tangible difference in a technology-driven landscape.

Responsibilities:

Provide outstanding Application Support for our core ERP systems, resolving user inquiries and technical issues promptly.
Perform System Administration tasks, ensuring optimal performance and availability of ERP applications.
Conduct thorough Troubleshooting and diagnostics to identify root causes of problems and implement effective solutions.
Manage and maintain databases, applying your Database Management skills to ensure data integrity and system reliability.
Collaborate with cross-functional teams to escalate complex issues and drive continuous improvement in ERP functionality.
Develop and maintain comprehensive documentation for support processes, solutions, and user guides.
Contribute to the implementation and optimization of new ERP features and modules.

Skills & Technologies: You will engage daily with cutting-edge ERP Applications, leveraging your foundation in Information Technology (IT) and Computer Science. Your expertise in Troubleshooting, System Administration, and Database Management will be crucial, complemented by strong Problem Solving abilities and excellent Communication Skills.

Growth Opportunities: This Entry Level position offers a clear pathway for professional development. You'll gain hands-on experience with industry-leading ERP solutions, enhance your Technical Support capabilities, and have opportunities to specialize in areas like SQL, Process Improvement, or even attain ITIL certifications. We believe in nurturing talent and providing a supportive environment for you to thrive and advance your career.

Team & Culture: Join a collaborative, supportive, and forward-thinking team that values innovation and continuous learning. We foster an environment where your ideas are heard, and your contributions are celebrated. You'll be part of a vibrant workplace that encourages both individual growth and collective success.

Impact: Your work directly impacts our operational efficiency and user satisfaction. By ensuring our ERP systems run smoothly, you enable our business to achieve its strategic goals, making a vital contribution to our overall success. Be the architect of seamless operations!","Unleash Your Potential: Possess a strong foundation in Information Technology (IT) or Computer Science, eager to apply your knowledge in a real-world setting.
Experience That Counts: Bring 1-3 years of hands-on experience in Application Support, Technical Support, or a related IT role, demonstrating your readiness for an Entry Level career challenge.
Master of Systems: Proven ability in Troubleshooting and System Administration, with a solid understanding of ERP Applications and general ERP principles.
Data Dynamo: Exhibit proficiency in Database Management, including experience with SQL, to ensure data integrity and system performance.
Problem Solver Extraordinaire: A knack for Problem Solving, with an analytical mindset to quickly diagnose and resolve technical issues.
Communication Champion: Excellent Communication Skills, both written and verbal, to effectively assist users and collaborate with team members.
Continuous Learner: A desire to learn and implement best practices such as ITIL, and drive Process Improvement initiatives.
Customer-Centric: A strong commitment to providing exceptional Customer Support and ensuring user satisfaction.",2026-04-19T02:04:12
IT-Software-Development,HR Manager - Tech Field Must,Confidential,"Cairo, EG",posted 2 days ago,https://wuzzuf.net/jobs/p/oolrh741fxej-hr-manager-tech-field-must-cairo-egypt,6.0,8.0,Manager,Bachelor's Degree,Confidential,Full Time | On-site,Human Resources | IT/Software Development | Operations/Management,Human Resources | Human Resources (HR) | Recruitment | Information Technology (IT) | Technology | technical solutions | Business Administration | Administration | Management | Performance Management | Hiring | Training,"Talent Management & Development
Implement structured performance management systems and SMART goal frameworks across departments (Salesforce, Operations, developers).
Develop and manage career paths, skill development plans, and leadership pipelines to ensure continuous employee growth.
Create retention strategies and recognition programs to reduce turnover and enhance employee loyalty.
Recruitment & Employer Branding
Oversee all recruitment activities, ensuring timely hiring of top-tier technical and managerial talent.
HR Operations & Compliance
Oversee compensation, payroll, benefits, and reward systems in compliance with Egyptian labor law and regulations.
HR Analytics & Reporting
Develop HR dashboards to measure success against key HR metrics.","Must have expereince in tech filed (Recruitment), technology and software hiring.
Bachelor's degree in human resources management, Business Administration, or related field. A master's degree or HR certification is advantageous.
6–8 years of solid experience in Tech recruitment, talent acquisition, and workforce planning
Proven expertise in core HR functions.
Proficiency in HR policies, compliance, and labor regulations.
Background in staff training, organizational development, and performance management systems.
Proficiency in HR software and tools is a plus.",2026-04-19T02:04:19
IT-Software-Development,Flutter Developer,Ibn Sina Pharma,"Cairo, EG",posted 2 days ago,https://wuzzuf.net/jobs/p/0scw5af5xjdq-flutter-developer-ibn-sina-pharma-cairo-egypt,0.0,2.0,Entry Level (Junior Level / Fresh Grad),Not Specified,Confidential,Full Time | Hybrid,Creative/Design/Art | IT/Software Development | Engineering - Telecom/Technology,Computer Science | Development | Engineering | Information Technology (IT) | Software Development | Software Engineering | UI | Git | Flutter | Dart | Mobile App Development | UI/UX Design Principles | RESTful APIs | Version Control (Git) | Problem Solving | Agile Methodologies | Data Structures & Algorithms | Cross-platform Development,"Are you a passionate Flutter Developer ready to make a significant impact? We are on the hunt for a talented individual to join our innovative team in Cairo, Egypt. This is a thrilling hybrid opportunity to craft cutting-edge mobile applications that redefine user experiences!

At our core, we believe in fostering an environment where creativity thrives and technical excellence is celebrated. If you have 1-3 years of experience and are eager to contribute to impactful projects, your journey starts here!

Key Responsibilities:
Design and Develop: Architect, build, and maintain high-performance, reusable, and reliable Flutter applications for both iOS and Android platforms.
Collaborate & Innovate: Work closely with product managers, UI/UX designers, and backend engineers to translate requirements and mockups into pixel-perfect, interactive mobile experiences.
Code Quality: Write clean, well-documented, and testable code, ensuring the best possible performance, quality, and responsiveness of the applications.
Troubleshoot & Optimize: Identify and correct bottlenecks, fix bugs, and continuously improve application performance and stability.
Stay Ahead: Keep abreast of the latest Flutter and mobile development trends, technologies, and best practices to ensure our solutions remain at the forefront.
Skills & Technologies:

We're looking for someone who breathes Flutter and Dart, with a strong foundation in Software Development principles. Your expertise in Mobile App Development, coupled with an understanding of UI/UX Design Principles and integrating with RESTful APIs, will be crucial. Experience with Version Control (Git) is essential for our collaborative environment.

Growth Opportunities:

We are deeply committed to your professional development. You'll have access to continuous learning, mentorship, and opportunities to work with the latest technologies. Grow your career path, specialize in new areas, and become a leader in mobile innovation within a dynamic and supportive framework.

Team & Culture:

Join a vibrant, diverse team where innovation is encouraged, and every voice matters. We foster a collaborative hybrid environment that champions creativity, knowledge sharing, and mutual respect. We believe in empowering our engineers to take ownership and pride in their work.

Impact:

Your work will directly shape the user experience for thousands, if not millions, of users. You'll be instrumental in developing core features that drive product success and contribute to our mission of delivering exceptional digital solutions. Your contributions will have a tangible and immediate impact on our product and our users' lives.","We're Thrilled to Connect with Candidates Who Possess:
Exceptional Skill Set:
Robust command of Computer Science fundamentals and extensive experience in Software Development.
Proven expertise in Flutter and Dart for building compelling Mobile App Development solutions.
Solid understanding of UI/UX Design Principles and best practices.
Experience integrating with RESTful APIs and working with data structures.
Proficiency with Version Control (Git) and collaborative development workflows.
Demonstrated Problem Solving abilities and a keen eye for detail.
Familiarity with Agile Methodologies and a commitment to iterative development.
Knowledge of Data Structures & Algorithms and their application in mobile solutions.
Experience with Cross-platform Development frameworks.
Valuable Experience:
A minimum of 1-3 years of hands-on experience in Flutter development or closely related mobile application development.
A portfolio or examples of previous mobile applications built with Flutter are highly advantageous.
Academic Foundation:
Bachelor's degree in Computer Science, Information Technology (IT), Software Engineering, or a related technical field.
Career Trajectory:
This role is perfectly suited for an aspiring Junior to Mid-level Flutter Developer eager to elevate their career in a fast-paced and innovative environment.",2026-04-19T02:04:28
IT-Software-Development,.Net Developer,Ibn Sina Pharma,"Cairo, EG",posted 2 days ago,https://wuzzuf.net/jobs/p/zfwgeaf80fsy-net-developer-ibn-sina-pharma-cairo-egypt,1.0,3.0,Experienced (Non-Manager),Not Specified,Confidential,Full Time | Hybrid,Installation/Maintenance/Repair | IT/Software Development | Engineering - Telecom/Technology,.Net | Angular | ASP.Net | Computer Science | CSS | HTML | Information Technology (IT) | JavaScript | jQuery | MVC | Software Development | XML,"Analyze system requirements and prioritize tasks
Write clean, testable code using.NET programming languages
Develop technical specifications and architecture
Test and debug various.NET applications
Review and refactor code
Deploy fully functional applications
Upgrade existing programs
Document development and operational procedures","Proficient in programming using C# and MSSQL
Proficient in web technologies including Asp.net MVC, Web API JSON, XML, HTML, CSS, JavaScript, Bootstrap, jQuery, and AJAX
Experience with Angular framework (AngularJS to Angular 2+)
Proficient in.NET Core
Experience in repository design pattern and Unit of work design pattern is a must
Understanding of fundamental design principles for building a scalable application
Experience creating database schemas that represent and support business processes",2026-04-19T02:04:43
